<html> <head>  <title>AERONET Data Download (Version 3 Direct Sun)</title><h2>AERONET Data Download (Version 3 Direct Sun)</h2>
</head>
<body bgcolor= "#FFFFFF" 
><strong>AERONET Version 3<br>
</strong>Version 3: AOD Level 2.0<br>
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.<br>
Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br<br>
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)<br>
Sao_Paulo,07:05:2011,12:00:00,127,-999.,0.166096,0.216792,-999.,-999.,0.330736,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.532936,-999.,-999.,0.626852,-999.,-999.,0.734843,0.813105,1.674267,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.579354,1.127954,1.523048,1.633746,0.777989,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,9,6,10,0,0,0,0,0,0,0,10,10,10,10,9,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,08:05:2011,12:00:00,128,-999.,0.058648,0.072759,-999.,-999.,0.102912,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.170611,-999.,-999.,0.199053,-999.,-999.,0.262675,0.283424,1.690624,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.509880,1.572886,1.571138,1.545670,1.394445,-999.,0,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,41,42,0,0,0,0,0,0,0,42,42,42,42,42,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,09:05:2011,12:00:00,129,-999.,0.075825,0.095557,-999.,-999.,0.139762,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.235077,-999.,-999.,0.277635,-999.,-999.,0.349923,0.382403,2.522185,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.597374,1.429927,1.631778,1.636560,1.232987,-999.,0,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,10:05:2011,12:00:00,130,-999.,0.099574,0.123471,-999.,-999.,0.171475,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.272838,-999.,-999.,0.317315,-999.,-999.,0.399686,0.423900,2.275205,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.419739,1.382220,1.468038,1.444900,1.122852,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,11:05:2011,12:00:00,131,-999.,0.124161,0.137337,-999.,-999.,0.165148,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.229880,-999.,-999.,0.253263,-999.,-999.,0.306574,0.315781,2.184987,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.989670,1.059837,1.061226,1.008334,0.872473,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,14:05:2011,12:00:00,134,-999.,0.094857,0.118293,-999.,-999.,0.171008,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.275791,-999.,-999.,0.322042,-999.,-999.,0.381923,0.328391,1.969186,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.458159,1.182628,1.470949,1.502675,0.897163,-999.,0,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,2,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,15:05:2011,12:00:00,135,-999.,0.085530,0.110498,-999.,-999.,0.165329,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.274594,-999.,-999.,0.318824,-999.,-999.,0.393822,0.420128,2.353415,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.595249,1.313682,1.581764,1.660694,1.142695,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,6,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,16:05:2011,12:00:00,136,-999.,0.022966,0.026192,-999.,-999.,0.029390,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.045032,-999.,-999.,0.041694,-999.,-999.,0.061053,0.052535,1.655069,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.822827,1.118338,0.930232,1.008447,0.930673,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,17:05:2011,12:00:00,137,-999.,0.038143,0.048790,-999.,-999.,0.065074,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.104281,-999.,-999.,0.108950,-999.,-999.,0.143539,0.140743,1.535011,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.257568,1.171745,1.276384,1.384672,1.018114,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,18:05:2011,12:00:00,138,-999.,0.094413,0.117744,-999.,-999.,0.172679,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.283723,-999.,-999.,0.339564,-999.,-999.,0.418789,0.449010,1.433383,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.578133,1.405625,1.602972,1.598702,1.080649,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,19:05:2011,12:00:00,139,-999.,0.065261,0.083630,-999.,-999.,0.120277,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.199075,-999.,-999.,0.230951,-999.,-999.,0.298064,0.319698,1.556165,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.529998,1.472894,1.563372,1.577071,1.275522,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,20:05:2011,12:00:00,140,-999.,0.113078,0.146320,-999.,-999.,0.219460,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.360548,-999.,-999.,0.422655,-999.,-999.,0.512339,0.513580,1.592913,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.595356,1.285739,1.585017,1.636109,1.027525,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,21,0,0,22,17,22,0,0,0,0,0,0,0,22,22,22,22,21,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,21:05:2011,12:00:00,141,-999.,0.053265,0.067100,-999.,-999.,0.094948,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.156307,-999.,-999.,0.179775,-999.,-999.,0.231368,0.246180,1.397477,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.487715,1.442341,1.536734,1.535401,1.241975,-999.,0,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,34,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,22:05:2011,12:00:00,142,-999.,0.027225,0.034500,-999.,-999.,0.047135,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.078144,-999.,-999.,0.085623,-999.,-999.,0.115583,0.116523,1.048779,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.384583,1.447941,1.446232,1.476216,1.249520,-999.,0,59,59,0,0,59,0,0,0,0,0,0,0,0,59,0,0,59,0,0,59,59,59,0,0,0,0,0,0,0,59,59,59,59,59,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,23:05:2011,12:00:00,143,-999.,0.031213,0.036439,-999.,-999.,0.043129,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.066139,-999.,-999.,0.070677,-999.,-999.,0.095860,0.092154,1.068056,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.966845,1.361320,1.134351,1.037320,1.011045,-999.,0,54,54,0,0,54,0,0,0,0,0,0,0,0,54,0,0,54,0,0,54,53,54,0,0,0,0,0,0,0,54,54,54,54,54,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,24:05:2011,12:00:00,144,-999.,0.112723,0.143927,-999.,-999.,0.212130,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.351229,-999.,-999.,0.419843,-999.,-999.,0.521073,0.559480,2.004870,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.589645,1.440014,1.622026,1.612805,1.136345,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,25:05:2011,12:00:00,145,-999.,0.065292,0.078644,-999.,-999.,0.105059,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.164031,-999.,-999.,0.188492,-999.,-999.,0.240618,0.251766,1.606779,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.318679,1.407571,1.401744,1.337833,1.175659,-999.,0,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,34,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,29:05:2011,12:00:00,149,-999.,0.049099,0.052935,-999.,-999.,0.055745,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.070545,-999.,-999.,0.069993,-999.,-999.,0.089493,0.086489,0.810553,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.451056,0.863622,0.553566,0.515868,0.779764,-999.,0,46,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,46,43,46,0,0,0,0,0,0,0,46,46,46,46,46,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,30:05:2011,12:00:00,150,-999.,0.099917,0.121808,-999.,-999.,0.165122,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.244495,-999.,-999.,0.278606,-999.,-999.,0.328025,0.335270,1.035089,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.242102,1.071348,1.252606,1.271542,0.735612,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,31:05:2011,12:00:00,151,-999.,0.075068,0.092300,-999.,-999.,0.126326,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.195430,-999.,-999.,0.224964,-999.,-999.,0.276836,0.288243,1.069556,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.332298,1.302838,1.387354,1.355434,1.024169,-999.,0,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,01:06:2011,12:00:00,152,-999.,0.133758,0.165092,-999.,-999.,0.222680,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.321308,-999.,-999.,0.366425,-999.,-999.,0.429170,0.444971,1.049736,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.240758,1.077074,1.237203,1.266652,0.799615,-999.,0,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,45,0,0,44,39,45,0,0,0,0,0,0,0,45,45,45,45,44,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,02:06:2011,12:00:00,153,-999.,0.153201,0.193007,-999.,-999.,0.275608,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.424459,-999.,-999.,0.494686,-999.,-999.,0.586858,0.605359,1.475965,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.391311,1.157849,1.375811,1.426213,0.852538,-999.,0,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,28,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,04:06:2011,12:00:00,155,-999.,0.034505,0.045796,-999.,-999.,0.066467,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.103589,-999.,-999.,0.116121,-999.,-999.,0.157524,0.167528,1.566713,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.405104,1.537099,1.388888,1.471815,1.436083,-999.,0,4,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,05:06:2011,12:00:00,156,-999.,0.050584,0.062018,-999.,-999.,0.086486,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.142732,-999.,-999.,0.168112,-999.,-999.,0.217328,0.231363,0.781162,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.495604,1.531911,1.580678,1.513487,1.304847,-999.,0,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,22,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,06:06:2011,12:00:00,157,-999.,0.065273,0.076280,-999.,-999.,0.096586,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.147947,-999.,-999.,0.168893,-999.,-999.,0.216530,0.228056,1.163252,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.209387,1.374719,1.334357,1.214828,1.156869,-999.,0,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,08:06:2011,12:00:00,159,-999.,0.077533,0.085904,-999.,-999.,0.094242,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.113416,-999.,-999.,0.115276,-999.,-999.,0.134000,0.125650,0.893927,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.539639,0.709694,0.595711,0.600850,0.509438,-999.,0,58,58,0,0,58,0,0,0,0,0,0,0,0,58,0,0,58,0,0,58,55,58,0,0,0,0,0,0,0,58,58,58,58,58,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,11:06:2011,12:00:00,162,-999.,0.249143,0.280533,-999.,-999.,0.330614,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.417720,-999.,-999.,0.457163,-999.,-999.,0.501556,0.492323,1.072928,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.715599,0.758466,0.751797,0.714210,0.573744,-999.,0,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,27,24,29,0,0,0,0,0,0,0,29,29,29,29,27,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,12:06:2011,12:00:00,163,-999.,0.282146,0.304452,-999.,-999.,0.328548,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.361552,-999.,-999.,0.367417,-999.,-999.,0.395511,-999.,0.848529,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.286010,0.296962,0.272192,0.311203,0.456448,-999.,0,46,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,43,0,46,0,0,0,0,0,0,0,46,46,46,46,43,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,13:06:2011,12:00:00,164,-999.,0.163981,0.183930,-999.,-999.,0.213818,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.266663,-999.,-999.,0.287416,-999.,-999.,0.321247,-999.,1.093400,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.678857,0.698987,0.713464,0.685961,0.805023,-999.,0,58,58,0,0,58,0,0,0,0,0,0,0,0,58,0,0,58,0,0,56,0,58,0,0,0,0,0,0,0,58,58,58,58,56,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,14:06:2011,12:00:00,165,-999.,0.198791,0.222071,-999.,-999.,0.260192,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.324172,-999.,-999.,0.348041,-999.,-999.,0.371639,-999.,1.200335,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.673213,0.488501,0.691845,0.686892,0.435391,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,15:06:2011,12:00:00,166,-999.,0.227690,0.245855,-999.,-999.,0.270225,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.317664,-999.,-999.,0.337069,-999.,-999.,0.377675,0.377003,1.009365,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.480217,0.614483,0.528718,0.473655,0.473805,-999.,0,43,43,0,0,43,0,0,0,0,0,0,0,0,43,0,0,43,0,0,42,41,43,0,0,0,0,0,0,0,43,43,43,43,43,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,16:06:2011,12:00:00,167,-999.,0.098446,0.113045,-999.,-999.,0.134044,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.175435,-999.,-999.,0.186104,-999.,-999.,0.219287,0.218404,0.834268,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.760063,0.812139,0.790882,0.797666,0.632566,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,18:06:2011,12:00:00,169,-999.,0.108914,0.131856,-999.,-999.,0.183977,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.290229,-999.,-999.,0.342157,-999.,-999.,0.423062,0.464178,2.118264,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.422882,1.362806,1.470173,1.434151,1.182183,-999.,0,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,14,16,0,0,0,0,0,0,0,16,16,16,16,16,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,19:06:2011,12:00:00,170,-999.,0.062018,0.075779,-999.,-999.,0.102380,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.159531,-999.,-999.,0.182411,-999.,-999.,0.228497,0.243523,1.519262,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.324829,1.304651,1.380381,1.355173,1.143248,-999.,0,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,27,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,20:06:2011,12:00:00,171,-999.,0.060706,0.068593,-999.,-999.,0.081599,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.118829,-999.,-999.,0.132421,-999.,-999.,0.169299,0.175257,1.587642,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.012375,1.275549,1.156167,1.013843,1.079412,-999.,0,38,38,0,0,38,0,0,0,0,0,0,0,0,38,0,0,38,0,0,38,38,38,0,0,0,0,0,0,0,38,38,38,38,38,0,lev20,196,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,04:11:2011,12:00:00,308,-999.,0.126297,0.157026,-999.,-999.,0.222335,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.356555,-999.,-999.,0.430031,-999.,-999.,0.528375,0.600327,1.520538,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.490313,1.428655,1.549109,1.482658,1.275305,-999.,0,31,31,0,0,31,0,0,0,0,0,0,0,0,31,0,0,31,0,0,31,29,31,0,0,0,0,0,0,0,31,31,31,31,31,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,05:11:2011,12:00:00,309,-999.,0.082730,0.104044,-999.,-999.,0.142625,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.222376,-999.,-999.,0.262494,-999.,-999.,0.318131,0.356700,1.335257,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.388586,1.304782,1.451980,1.389243,1.179937,-999.,0,36,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,36,36,0,0,0,0,0,0,0,36,36,36,36,36,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,07:11:2011,12:00:00,311,-999.,0.058839,0.071259,-999.,-999.,0.096298,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.153514,-999.,-999.,0.181302,-999.,-999.,0.225968,0.259727,2.045916,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.396057,1.405837,1.491756,1.392316,1.371850,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,08:11:2011,12:00:00,312,-999.,0.103828,0.132182,-999.,-999.,0.187623,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.289597,-999.,-999.,0.340907,-999.,-999.,0.404635,0.445279,1.184992,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.405586,1.216159,1.411798,1.422710,1.024803,-999.,0,63,63,0,0,63,0,0,0,0,0,0,0,0,63,0,0,63,0,0,63,63,63,0,0,0,0,0,0,0,63,63,63,63,63,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,09:11:2011,12:00:00,313,-999.,0.110267,0.141793,-999.,-999.,0.211322,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.347819,-999.,-999.,0.418950,-999.,-999.,0.510954,0.567530,2.163384,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.594539,1.417506,1.608336,1.611864,1.269357,-999.,0,54,54,0,0,54,0,0,0,0,0,0,0,0,54,0,0,54,0,0,53,50,54,0,0,0,0,0,0,0,54,54,54,54,53,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,10:11:2011,12:00:00,314,-999.,0.143584,0.178947,-999.,-999.,0.257069,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.416176,-999.,-999.,0.498947,-999.,-999.,0.609381,0.692061,2.444295,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.539182,1.400005,1.583320,1.545658,1.272464,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,11:11:2011,12:00:00,315,-999.,0.301864,0.375122,-999.,-999.,0.513332,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.752697,-999.,-999.,0.868364,-999.,-999.,1.021549,1.131561,2.937174,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.247307,1.109849,1.244281,1.265340,1.013805,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,12:11:2011,12:00:00,316,-999.,0.175321,0.230075,-999.,-999.,0.329401,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.503005,-999.,-999.,0.576593,-999.,-999.,0.676268,0.745178,2.900438,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.369053,1.075194,1.332277,1.417819,0.982641,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,17:11:2011,12:00:00,321,-999.,0.047517,0.053362,-999.,-999.,0.063985,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.092952,-999.,-999.,0.106089,-999.,-999.,0.131346,0.148338,1.664318,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.036987,1.258797,1.194118,1.007944,1.277067,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
